"Time (s)","Latitude (°)","Longitude (°)","Altitude (m)","Altitude WGS84 (m)","Speed (m/s)","Direction (°)","Distance (km)","Horizontal Accuracy (m)","Vertical Accuracy (m)","Satellites"
7.633558946E2,1.932393667E1,-9.917921667E1,2.272753751E3,2.264900000E3,0.000000000E0,8.072000122E1,8.045727164E-1,3.400000095E0,2.029999924E1,1.300000000E1
7.643558946E2,1.932393500E1,-9.917922167E1,2.272653765E3,2.264800000E3,0.000000000E0,8.072000122E1,8.073724836E-1,3.400000095E0,2.050000000E1,1.300000000E1
7.653558946E2,1.932391833E1,-9.917924167E1,2.272353842E3,2.264500000E3,0.000000000E0,8.072000122E1,8.093430195E-1,3.299999952E0,2.050000000E1,1.300000000E1
7.663558946E2,1.932390333E1,-9.917923167E1,2.272253856E3,2.264400000E3,0.000000000E0,8.072000122E1,8.101626920E-1,3.400000095E0,2.070000076E1,1.300000000E1
7.673558946E2,1.932389667E1,-9.917923500E1,2.272153878E3,2.264300000E3,0.000000000E0,8.072000122E1,8.113237194E-1,3.400000095E0,2.100000000E1,1.300000000E1
7.683558946E2,1.932388833E1,-9.917924167E1,2.271953910E3,2.264100000E3,0.000000000E0,8.072000122E1,8.128292146E-1,3.400000095E0,2.000000000E1,1.500000000E1
7.693558946E2,1.932388333E1,-9.917925500E1,2.271653948E3,2.263800000E3,0.000000000E0,8.072000122E1,8.134120458E-1,3.400000095E0,1.979999924E1,1.500000000E1
7.703558946E2,1.932387833E1,-9.917925667E1,2.271553962E3,2.263700000E3,0.000000000E0,8.072000122E1,8.145777084E-1,2.900000095E0,1.970000076E1,1.400000000E1
7.713558946E2,1.932386833E1,-9.917926000E1,2.271153991E3,2.263300000E3,0.000000000E0,8.072000122E1,8.162170534E-1,3.099999905E0,1.810000038E1,1.500000000E1
7.723558946E2,1.932385500E1,-9.917925333E1,2.271054008E3,2.263200000E3,0.000000000E0,8.072000122E1,8.173780809E-1,3.099999905E0,1.829999924E1,1.500000000E1
7.733558946E2,1.932384667E1,-9.917924667E1,2.270954014E3,2.263100000E3,0.000000000E0,8.072000122E1,8.193051971E-1,3.200000048E0,1.879999924E1,1.400000000E1
7.743558946E2,1.932383667E1,-9.917923167E1,2.270554007E3,2.262700000E3,0.000000000E0,8.072000122E1,8.225392207E-1,3.200000048E0,1.979999924E1,1.500000000E1
7.753558946E2,1.932383000E1,-9.917920167E1,2.269953963E3,2.262100000E3,0.000000000E0,8.072000122E1,8.249876010E-1,3.099999905E0,1.939999962E1,1.600000000E1
7.763558946E2,1.932383000E1,-9.917917833E1,2.269853917E3,2.262000000E3,5.378847122E-1,6.202999878E1,8.252424143E-1,3.000000000E0,2.000000000E1,1.600000000E1
7.773558946E2,1.932382833E1,-9.917917667E1,2.269853917E3,2.262000000E3,4.977363944E-1,1.793099976E2,8.262786193E-1,3.000000000E0,2.070000076E1,1.700000000E1
7.783558946E2,1.932382333E1,-9.917916833E1,2.269853912E3,2.262000000E3,4.668530524E-1,6.887999725E1,8.278619495E-1,3.000000000E0,2.200000000E1,1.800000000E1
7.793558946E2,1.932381667E1,-9.917915500E1,2.270353901E3,2.262500000E3,4.730297327E-1,3.604999924E1,8.297945831E-1,2.799999952E0,1.850000000E1,1.900000000E1
7.803558946E2,1.932381833E1,-9.917913667E1,2.270453860E3,2.262600000E3,4.997952878E-1,5.147000122E1,8.316560652E-1,2.900000095E0,1.900000000E1,2.000000000E1
7.813558946E2,1.932380167E1,-9.917913500E1,2.271653895E3,2.263800000E3,0.000000000E0,5.638000107E1,8.330706480E-1,2.700000048E0,1.850000000E1,2.100000000E1
7.823558946E2,1.932379167E1,-9.917912667E1,2.273053901E3,2.265200000E3,0.000000000E0,2.788399963E2,8.344705323E-1,2.599999905E0,2.039999962E1,2.200000000E1
7.833558946E2,1.932378333E1,-9.917911667E1,2.273653900E3,2.265800000E3,3.870711029E-1,2.320599976E2,8.363932237E-1,2.599999905E0,2.000000000E1,2.100000000E1
7.843558946E2,1.932377000E1,-9.917910500E1,2.274953907E3,2.267100000E3,4.421463907E-1,2.481100006E2,8.378670869E-1,2.500000000E0,2.000000000E1,2.200000000E1
7.853558946E2,1.932375833E1,-9.917909833E1,2.276353920E3,2.268500000E3,4.632500112E-1,2.646400146E2,8.388100701E-1,2.500000000E0,2.039999962E1,2.300000000E1
7.863558946E2,1.932375000E1,-9.917909667E1,2.276953936E3,2.269100000E3,4.771474898E-1,2.752600098E2,8.397036363E-1,2.400000095E0,1.950000000E1,2.300000000E1
7.873558946E2,1.932374500E1,-9.917909000E1,2.277753934E3,2.269900000E3,4.725149870E-1,1.914499969E2,8.412680960E-1,2.400000095E0,1.939999962E1,2.300000000E1
7.883558946E2,1.932373333E1,-9.917908167E1,2.279553944E3,2.271700000E3,4.519261122E-1,1.618500061E2,8.427154359E-1,2.299999952E0,1.920000076E1,2.300000000E1
7.893558946E2,1.932373000E1,-9.917906833E1,2.281553925E3,2.273700000E3,0.000000000E0,1.073700027E2,8.433722814E-1,2.299999952E0,1.960000038E1,2.300000000E1
7.903558946E2,1.932372500E1,-9.917906500E1,2.281953930E3,2.274100000E3,0.000000000E0,3.358099976E2,8.447835777E-1,2.299999952E0,1.839999962E1,2.300000000E1
7.913558946E2,1.932372333E1,-9.917905167E1,2.283253907E3,2.275400000E3,0.000000000E0,1.166500015E2,8.447835777E-1,2.200000048E0,1.870000076E1,2.300000000E1
7.923558946E2,1.932372333E1,-9.917905167E1,2.283253907E3,2.275400000E3,0.000000000E0,1.166500015E2,8.447835777E-1,2.200000048E0,1.829999924E1,2.200000000E1
7.933558946E2,1.932372333E1,-9.917905167E1,2.283253907E3,2.275400000E3,0.000000000E0,1.166500015E2,8.447835777E-1,2.200000048E0,1.839999962E1,2.200000000E1
7.943558946E2,1.932372333E1,-9.917905167E1,2.283253907E3,2.275400000E3,0.000000000E0,1.166500015E2,8.447835777E-1,2.200000048E0,1.860000038E1,2.200000000E1
7.953558946E2,1.932372333E1,-9.917905167E1,2.283253907E3,2.275400000E3,0.000000000E0,1.166500015E2,8.498561190E-1,2.200000048E0,1.739999962E1,2.200000000E1
7.963558946E2,1.932374000E1,-9.917900667E1,2.286953780E3,2.279100000E3,3.129511178E-1,5.663000107E1,8.509689645E-1,2.200000048E0,1.800000000E1,2.200000000E1
7.973558946E2,1.932374333E1,-9.917899667E1,2.288153753E3,2.280300000E3,3.556730449E-1,7.376999664E1,8.520051699E-1,2.200000048E0,1.820000076E1,2.200000000E1
7.983558946E2,1.932374833E1,-9.917898833E1,2.288853725E3,2.281000000E3,3.767766654E-1,6.695999908E1,8.526475422E-1,2.200000048E0,1.839999962E1,2.200000000E1
7.993558946E2,1.932375167E1,-9.917898333E1,2.289653708E3,2.281800000E3,0.000000000E0,1.002600021E2,8.539322868E-1,2.099999905E0,1.770000076E1,2.200000000E1
8.003558946E2,1.932375833E1,-9.917897333E1,2.290053673E3,2.282200000E3,0.000000000E0,5.072000122E1,8.546967270E-1,2.099999905E0,1.700000000E1,2.100000000E1
8.013558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.710000038E1,2.100000000E1
8.023558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.770000076E1,2.200000000E1
8.033558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.689999962E1,2.200000000E1
8.043558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.629999924E1,2.200000000E1
8.053558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.670000076E1,2.200000000E1
8.063558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.650000000E1,2.200000000E1
8.073558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.200000048E0,1.629999924E1,2.200000000E1
8.083558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.099999905E0,1.600000000E1,2.200000000E1
8.093558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.099999905E0,1.589999962E1,2.300000000E1
8.103558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.099999905E0,1.539999962E1,2.200000000E1
8.113558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.546967270E-1,2.099999905E0,1.589999962E1,2.200000000E1
8.123558946E2,1.932376333E1,-9.917896833E1,2.290553652E3,2.282700000E3,0.000000000E0,1.120199966E2,8.624010550E-1,2.099999905E0,1.589999962E1,2.300000000E1
8.133558946E2,1.932383000E1,-9.917898833E1,2.293853540E3,2.286000000E3,3.247897327E-1,3.575599976E2,8.629106817E-1,2.099999905E0,1.530000019E1,2.300000000E1
8.143558946E2,1.932383333E1,-9.917899167E1,2.294353539E3,2.286500000E3,0.000000000E0,3.546600037E2,8.638536649E-1,2.099999905E0,1.569999981E1,2.300000000E1
8.153558946E2,1.932384167E1,-9.917899333E1,2.294853524E3,2.287000000E3,0.000000000E0,2.481999969E1,8.638536649E-1,2.099999905E0,1.589999962E1,2.300000000E1
8.163558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.099999905E0,1.589999962E1,2.300000000E1
8.173558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.099999905E0,1.569999981E1,2.300000000E1
8.183558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.099999905E0,1.580000019E1,2.300000000E1
8.193558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.099999905E0,1.610000038E1,2.200000000E1
8.203558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.099999905E0,1.650000000E1,2.300000000E1
8.213558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.200000048E0,1.670000076E1,2.300000000E1
8.223558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.200000048E0,1.670000076E1,2.300000000E1
8.233558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.200000048E0,1.670000076E1,2.300000000E1
8.243558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,1.695000076E1,8.638536649E-1,2.200000048E0,1.700000000E1,2.300000000E1
8.253558946E2,1.932384167E1,-9.917899333E1,2.295353524E3,2.287500000E3,0.000000000E0,2.302799988E2,8.704984413E-1,2.200000048E0,1.729999924E1,2.300000000E1
8.263558946E2,1.932379667E1,-9.917903500E1,2.296353708E3,2.288500000E3,2.578758299E-1,2.581900024E2,8.712221110E-1,2.200000048E0,1.770000076E1,2.300000000E1
8.273558946E2,1.932379833E1,-9.917904167E1,2.296353718E3,2.288500000E3,0.000000000E0,2.741300049E2,8.719457807E-1,2.200000048E0,1.569999981E1,2.300000000E1
8.283558946E2,1.932380000E1,-9.917904833E1,2.296353727E3,2.288500000E3,0.000000000E0,2.830000000E2,8.726694504E-1,2.200000048E0,1.580000019E1,2.300000000E1
8.293558946E2,1.932380167E1,-9.917905500E1,2.296153736E3,2.288300000E3,3.227308393E-1,3.079800110E2,8.728547752E-1,2.299999952E0,1.620000076E1,2.300000000E1
8.303558946E2,1.932380333E1,-9.917905500E1,2.295653733E3,2.287800000E3,0.000000000E0,3.247699890E2,8.732646115E-1,2.200000048E0,1.600000000E1,2.200000000E1
8.313558946E2,1.932380667E1,-9.917905333E1,2.294953722E3,2.287100000E3,0.000000000E0,3.426300049E2,8.743902294E-1,2.200000048E0,1.650000000E1,2.200000000E1
8.323558946E2,1.932381667E1,-9.917905167E1,2.294953696E3,2.287100000E3,0.000000000E0,3.423999939E2,8.750326016E-1,2.200000048E0,1.679999924E1,2.200000000E1
8.333558946E2,1.932382000E1,-9.917904667E1,2.295153678E3,2.287300000E3,4.287635982E-1,1.830000043E0,8.757562712E-1,2.200000048E0,1.660000038E1,2.200000000E1
8.343558946E2,1.932382167E1,-9.917904000E1,2.295153661E3,2.287300000E3,4.364844561E-1,9.670000076E0,8.764799408E-1,2.200000048E0,1.650000000E1,2.100000000E1
8.353558946E2,1.932382333E1,-9.917903333E1,2.295253645E3,2.287400000E3,0.000000000E0,9.310000420E0,8.770363633E-1,2.200000048E0,1.639999962E1,2.100000000E1
8.363558946E2,1.932382167E1,-9.917902833E1,2.295253638E3,2.287400000E3,0.000000000E0,3.452999878E1,8.776932087E-1,2.200000048E0,1.660000038E1,2.300000000E1
8.373558946E2,1.932381667E1,-9.917902500E1,2.295153643E3,2.287300000E3,0.000000000E0,8.677999878E1,NaN,2.200000048E0,1.710000038E1,2.200000000E1
